myAUC,avg_diff,power,avg_log2FC,pct.1,pct.2,cluster,gene
0.812,0.5981241209309502,0.6240000000000001,0.8629107031031524,1,0.939,0,Mbnl2
0.811,0.6324578527976976,0.6220000000000001,0.9124438078025201,1,0.802,0,Gabrb3
0.811,0.6652683064471476,0.6220000000000001,0.9597792865718984,1,0.802,0,Kif5c
0.81,0.9461493370115084,0.6200000000000001,1.3650049564468838,1,0.641,0,Slc2a13
0.81,0.6378223207961347,0.6200000000000001,0.920183099180873,1,0.878,0,Mapk10
0.807,0.9264319206341912,0.6140000000000001,1.3365587376201855,0.769,0.351,0,Dgkd
0.806,0.8012444506272849,0.6120000000000001,1.1559513954597858,0.962,0.824,0,Jarid2
0.806,1.2289671334231451,0.6120000000000001,1.7730247888050963,0.846,0.492,0,Slc35f3
0.805,0.7688249296044891,0.6100000000000001,1.1091799132522029,0.731,0.156,0,Slc22a4
0.805,0.8103459403738211,0.6100000000000001,1.169082069581816,0.885,0.42,0,Cdh8
0.804,1.0024252200612194,0.6080000000000001,1.446193893844349,0.731,0.248,0,Zfyve28
0.804,0.7313226781669084,0.6080000000000001,1.055075601081034,0.962,0.76,0,Camk2d
0.803,0.9586391626076143,0.6060000000000001,1.3830239658959536,0.769,0.393,0,St3gal5
0.802,0.6368223446302304,0.6040000000000001,0.9187404385253162,0.962,0.863,0,Dtna
0.8,0.6867676961824757,0.6000000000000001,0.9907963495251956,0.846,0.473,0,Mcu
0.799,1.1446249667885446,0.5980000000000001,1.6513447632635279,0.654,0.076,0,Zic1
0.796,0.642845512860041,0.5920000000000001,0.9274300334609036,1,0.847,0,Fgf12
0.796,1.0639996782654406,0.5920000000000001,1.5350270593410036,0.654,0.095,0,Gm2694
0.795,0.8196925942953148,0.5900000000000001,1.1825664408432597,0.769,0.317,0,Slc41a2
0.795,0.9141592070274365,0.5900000000000001,1.31885295456147,1,0.672,0,Brinp3
0.791,0.5974233152516779,0.5820000000000001,0.8618996542250392,1,0.859,0,Trio
0.791,0.6829524359055077,0.5820000000000001,0.9852920924439137,0.846,0.649,0,Arhgef7
0.79,0.8272239781611732,0.5800000000000001,1.1934319309975645,0.615,0.053,0,Ntn4
0.789,0.8325793309366376,0.5780000000000001,1.2011580718889383,0.923,0.508,0,Sez6l
0.788,0.8642631257950866,0.5760000000000001,1.2468681256077658,0.808,0.454,0,Lpp
0.788,0.5816095829681576,0.5760000000000001,0.8390852610816588,1,0.901,0,Atp2b1
0.788,0.7427487425258447,0.5760000000000001,1.0715599274685497,0.846,0.508,0,Grin1
0.787,0.7405025758565547,0.5740000000000001,1.0683193939537552,1,0.885,0,Dpp6
0.786,0.9831424760100548,0.5720000000000001,1.418374774627003,0.654,0.122,0,Arhgap10
0.786,0.6886395176852591,0.5720000000000001,0.9934968171246912,0.885,0.626,0,Chgb
0.783,0.9095648671676244,0.5660000000000001,1.3122247232295607,0.769,0.389,0,Ptchd4
0.783,0.7925077184862231,0.5660000000000001,1.1433469553263003,0.769,0.458,0,Bsn
0.782,0.9687568816355624,0.5640000000000001,1.3976207489626826,0.692,0.21,0,Tmem178
0.781,0.6441911593060067,0.562,0.9293713909152879,0.846,0.439,0,Kcnj6
0.781,0.6335578262963472,0.562,0.914030734114131,0.846,0.458,0,Sesn1
0.781,1.0173276753971825,0.562,1.4676935922546124,0.769,0.366,0,Cntn6
0.781,0.8009554332842326,0.562,1.1555344315722331,0.885,0.511,0,Tmem163
0.78,0.8668884091438608,0.56,1.2506556088759706,0.846,0.553,0,Nrg2
0.779,0.7477985627414335,0.558,1.0788452780509608,0.615,0.08,0,Cnpy1
0.778,0.4842334719612409,0.556,0.6986012286309271,0.962,0.992,0,Auts2
0.778,0.6086761599196104,0.556,0.8781340774233595,0.962,0.878,0,Adam22
0.777,0.6784210584120357,0.554,0.9787546966056857,0.577,0.027,0,Pax6
0.776,0.7521033476930649,0.552,1.0850557699527728,0.692,0.267,0,Cnr1
0.775,0.9075789697479342,0.55,1.3093596788704591,0.731,0.366,0,Atp2b3
0.775,0.7252829098242399,0.55,1.0463620572449481,0.962,0.874,0,Rims2
0.775,0.5280368613802544,0.55,0.7617961613198658,1,0.836,0,Ppfia2
0.774,0.4667374314591144,0.548,0.6733597777633169,1,0.958,0,Sik3
0.774,0.7145796340292715,0.548,1.03092049433428,0.846,0.492,0,Clvs1
0.774,0.4312718860681568,0.548,0.6221938113053596,1,0.981,0,Ank2
0.774,0.9965242974545596,0.548,1.4376806620630516,0.654,0.21,0,Ano3
0.772,0.8292263452632667,0.544,1.1963207360857941,1,0.866,0,Rbfox1
0.772,0.6591608148390073,0.544,0.950968038716564,0.962,0.786,0,Tafa5
0.772,0.7464397493938727,0.544,1.0768849247729404,0.846,0.389,0,Nfix
0.771,0.6947677388495518,0.542,1.0023379714078866,0.846,0.557,0,Specc1
0.771,0.6249309706195381,0.542,0.9015848122107337,0.923,0.782,0,Bicd1
0.77,1.1487764174536539,0.54,1.657334040550576,0.692,0.248,0,Slit3
0.77,0.7227635635213869,0.54,1.04272740882754,0.923,0.592,0,Kcnd3
0.769,0.4435119409626589,0.538,0.6398524778018666,1,0.874,0,Stag1
0.769,0.7919354531414685,0.538,1.1425213509513508,0.577,0.05,0,Lyn
0.768,0.675984169574811,0.536,0.9752390091650238,0.923,0.729,0,Stmn2
0.766,0.7275377022113292,0.532,1.049615035040036,1,0.832,0,Xkr6
0.766,0.36317705044833937,0.532,0.5239537296464998,1,0.908,0,Fnbp1
0.766,0.7758452392484285,0.532,1.1193080791610193,0.692,0.305,0,Als2
0.765,0.9045773256565857,0.53,1.3050292218253567,0.731,0.439,0,Plcl2
0.765,0.48267904381484916,0.53,0.6963586628527092,0.962,0.786,0,Nipbl
0.765,0.6067932558759297,0.53,0.8754176210970712,0.923,0.912,0,Jmjd1c
0.764,0.7771830320900882,0.528,1.1212381062594188,0.615,0.16,0,Diras2
0.764,0.7342579873730546,0.528,1.0593103571162166,0.923,0.618,0,Ank1
0.763,0.8098811483598761,0.526,1.1684115164482523,0.538,0.019,0,Exph5
0.763,0.6563582907346807,0.526,0.9469248510892802,0.654,0.248,0,Fam78b
0.762,0.9239536046197241,0.524,1.3329832833963582,0.769,0.355,0,Synpr
0.762,0.7617540691884976,0.524,1.098978817995234,1,0.893,0,Srgap3
0.761,0.5261513692571289,0.522,0.7590759711841977,0.923,0.817,0,Zfand3
0.761,0.6978294251673767,0.522,1.0067550510753702,0.615,0.099,0,Slc17a7
0.759,0.8408386979092175,0.518,1.2130738196611615,0.615,0.206,0,Kcnk3
0.758,1.0440202676672459,0.516,1.506202862751104,0.731,0.389,0,Rps6ka3
0.757,0.7069829124125955,0.514,1.019960741730888,0.615,0.172,0,Ptchd1
0.757,0.4929701738723189,0.514,0.7112056251517642,1,0.912,0,Dock3
0.756,0.7151987907576142,0.512,1.0318137486757935,0.808,0.515,0,Cplx2
0.756,0.5662198993327499,0.512,0.8168826408200061,0.846,0.641,0,Arfgef3
0.756,0.46537867119761156,0.512,0.6713995010722891,1,0.676,0,Tmem108
0.755,0.6618621542311314,0.51,0.9548652476613397,0.885,0.576,0,Fut9
0.755,0.5931500252805795,0.51,0.8557345999754551,0.923,0.767,0,Phf21a
0.753,0.5665970748315905,0.506,0.8174267900417282,1,0.542,0,Nfia
0.753,0.5409181455542187,0.506,0.7803799261179258,0.962,0.691,0,Unc5c
0.752,0.793763461916287,0.504,1.1451586101454827,0.846,0.645,0,Rgs7bp
0.752,0.7008100533055143,0.504,1.0110551885089958,0.654,0.248,0,Kcnj9
0.751,0.6369662178506219,0.502,0.9189480037068911,1,0.863,0,A230057D06Rik
0.751,0.7124719930533573,0.502,1.0278798111503549,0.846,0.523,0,Mtus2
0.75,0.8387957962794172,0.5,1.2101265356108244,0.654,0.29,0,Fat1
0.749,0.5164824777846939,0.498,0.7451267094060225,0.962,0.863,0,Aak1
0.749,0.5153487765068919,0.498,0.7434911241946878,0.846,0.447,0,Gm4258
0.747,0.5852971661836706,0.494,0.8444053190995442,1,0.832,0,Celf4
0.747,0.6097045047832215,0.494,0.8796176654584149,0.654,0.279,0,Camkk2
0.746,0.5379753841850563,0.492,0.7761344188841157,0.923,0.767,0,Sorbs1
0.746,0.5499871635709308,0.492,0.7934637534363691,0.769,0.405,0,Susd6
0.745,0.4761092735426984,0.49,0.686880487861298,1,0.695,0,Cacna2d1
0.745,0.6623826761716288,0.49,0.9556162020835693,0.731,0.405,0,Patj
0.744,0.5027401395434206,0.488,0.7253007061751184,0.962,0.802,0,Stxbp1
0.743,0.5071889412576265,0.486,0.7317189703461016,0.5,0.011,0,Car4
0.743,0.7008100533055146,0.486,1.0110551885089958,0.808,0.523,0,Meis1
0.743,0.8054446161183918,0.486,1.1620109533847185,0.808,0.584,0,Pik3r3
0.743,0.5507493587297811,0.486,0.7945633686122322,0.654,0.252,0,Cdh7
